date,agend_item_nr,party,speaker,speech_nr,sent_nr,sentence_id,uid,split_
2017-01-24,5,DUP,Jim Shannon,77295,3,077295-03,a3f1fd7f651150f100383c9b09572b45,smarie
2017-11-15,3,DUP,Gregory Campbell,90890,1,090890-01,dacc3c65413b7b9ac04befcd2e800c55,sjasmin
2017-03-01,7,DUP,Nigel Dodds,80084,5,080084-05,4446696eaa7978c87e74dec2c6c00039,smarie
2017-06-28,1,DUP,Nigel Dodds,84140,3,084140-03,1f70effee4d38e11af18c0ab5ebda1fa,sjasmin
2017-10-26,13,DUP,Jim Shannon,89549,3,089549-03,621daa8541fb26e38bdf95e4f248d01c,smarie
2017-03-14,13,DUP,David Simpson,81256,1,081256-01,1d3b1578d8ead03b6f4f6542d60e737a,sjasmin
2017-06-28,1,DUP,Nigel Dodds,84138,2,084138-02,0640b62b1292e17949b91258282b8c94,smarie
2017-01-26,7,DUP,Jim Shannon,77640,1,077640-01,267acf7d32fb313a24a4b654b4cf2e3a,sjasmin
2017-12-20,1,DUP,Jeffrey M Donaldson,94090,1,094090-01,1978c321498d7a2dd96d0dbf006f1ed6,smarie
2017-10-17,9,DUP,Jim Shannon,88518,1,088518-01,72a03ffcdf434f41b797361072355426,sjasmin
2017-01-19,12,DUP,Jim Shannon,77056,1,077056-01,f2dd3575e7c0216dc0b782f28ca23905,smarie
2017-02-08,9,DUP,Gregory Campbell,78790,2,078790-02,267bcd175d6e2a3cf5defa1dfbe38bb1,sjasmin
2017-01-19,6,DUP,Jim Shannon,76983,1,076983-01,401db7d9e4d8f8e98319f53b80922b4c,smarie
2017-12-20,2,DUP,Nigel Dodds,94109,1,094109-01,66a6af59574158b25a810c4a3db7de39,sjasmin
2017-12-20,2,DUP,Nigel Dodds,94109,2,094109-02,5d1eab411c9da6f5c7036e84e94eb2de,smarie
2017-07-06,5,DUP,Emma Little Pengelly,84999,3,084999-03,90b67b1c85c9428ce8620eaa9b3dee64,sjasmin
2017-01-16,13,Lab,Mike Kane,76570,1,076570-01,e1b555c87be2e74204ff95188ebbd697,both
2017-12-12,10,Lab,Joan Ryan,93395,1,093395-01,19408d3d574c368fc9600dd380e79309,both
2017-11-15,8,Lab,Jeremy Corbyn,90937,3,090937-03,39852dd7e118e316f13219240cc8eaf8,both
2017-12-07,11,Lab,Marsha De Cordova,93022,1,093022-01,0ed642389156ad8f120d7164f62d791e,both
2017-09-07,17,Lab,Liz Kendall,86974,14,086974-14,77dc2090388b36d6772badfac51a3b58,both
2017-10-30,12,Lab,Vicky Foxcroft,89729,1,089729-01,1f191e4d6b55ca899a09b2d2456f65d8,both
2017-11-16,1,Lab,Ian Lucas,91008,1,091008-01,4a1b4a016cbaca997d581cecf178b010,both
2017-09-07,17,Lab,Rosie Duffield,86951,37,086951-37,33a3332c30f063ed982d24aac30a4f29,both
2017-10-09,10,Lab,Ruth Cadbury,87715,2,087715-02,7d5d2b38d67afe43fda48bdbfe1767d6,both
2017-01-12,7,Lab,Pat Glass,76366,4,076366-04,f3ca79151a56544dbe4dda843fae6d0f,both
2017-03-27,7,Lab,Clive Betts,82275,3,082275-03,cc50bf0d3567a1de66a5ec238b8c4ac3,both
2017-09-07,17,Lab,Chris Leslie,86961,2,086961-02,20584d7c7082ba842906012037ec4174,both
2017-03-08,10,Lab,Yasmin Qureshi,80718,2,080718-02,3fb25feaa4c7e678aa3434298579c98e,both
2017-04-24,18,Lab,Clive Betts,83417,1,083417-01,bba46d5e2ba7607ac28868c4326512fc,both
2017-10-12,14,Lab,Mohammad Yasin,88223,1,088223-01,344d8ea2b5b6b3f2c385354b1785fe8f,both
2017-11-14,1,Lab,Justin Madders,90692,4,090692-04,31bc90cc163f89ab30b0d42f2cf82f6b,smarie
2017-11-01,7,Lab,Jeremy Corbyn,90024,1,090024-01,c19e79a30bd86e4cd922466302483b69,sjasmin
2017-09-07,17,Lab,Rosie Duffield,86951,54,086951-54,2d28b39957651d56973d624724a59865,smarie
2017-10-16,5,Lab,Barry Sheerman,88300,2,088300-02,a35e69c5092bf913d76be1b5fd1f8d89,sjasmin
2017-03-07,2,Lab,Richard Burgon,80448,2,080448-02,43cebdb4d725b77e37adf9bc75ab31ab,smarie
2017-03-27,1,Lab,Chris Leslie,82186,1,082186-01,6c8e56d870979ad8bf71de89b86a461f,sjasmin
2017-09-12,9,Lab,Gavin Shuker,87230,1,087230-01,0a940a376c2f8997ddce155068c58613,smarie
2017-03-29,6,Lab,Paul Blomfield,82588,2,082588-02,b88aeac23c5d8f804c2eb2034083d4d1,sjasmin
2017-12-21,15,Lab,Tanmanjeet Singh Dhesi,94393,2,094393-02,34bf830f505ca92dee24dc9efe4f4ff3,smarie
2017-12-04,5,Lab,Alison McGovern,92486,1,092486-01,3a768948dd18c6921363716c94865a47,sjasmin
2017-09-07,17,Lab,Keir Starmer,86886,11,086886-11,817a9b4d459177c8980a98dfd6bd455c,smarie
2017-07-20,7,Lab,Ben Bradshaw,86235,1,086235-01,dc76a2b669f485ea500818138caa9589,sjasmin
2017-01-09,6,Lab,Stella Creasy,75900,3,075900-03,72640ff9a7bffd6cb4518d1a55d6a2d7,smarie
2017-10-26,19,Lab,Bridget Phillipson,89592,3,089592-03,cc7627ad6f70521db3bd05fef660c94c,sjasmin
2017-11-29,6,Lab,Marsha De Cordova,92249,1,092249-01,e6fb9897d46763d64cac6081e57b0dc9,smarie
2017-01-31,1,Lab,Lilian Greenwood,77891,3,077891-03,7ff796d2448e9dd22a6e036b22243583,sjasmin
2017-12-13,10,Lab,Mike Hill,93541,1,093541-01,dbe822e10fa1a7c72a240b2da447752b,smarie
2017-10-26,13,Lab,Kerry McCarthy,89545,1,089545-01,766c4d1ef43fa310acc0ca74216ab8ff,sjasmin
2017-11-16,17,Lab,Grahame Morris,91176,2,091176-02,e1a01d25e1bc69223b57543f2deae925,smarie
2017-11-13,5,Lab,Frank Field,90581,2,090581-02,06dd88d447141e111ff7d70a492ceb91,sjasmin
2017-03-06,16,Lab,Rosie Cooper,80397,3,080397-03,aac8d126637b5a72f3fa8da29264a0cc,smarie
2017-04-19,2,Lab,David Anderson,83009,4,083009-04,6c2899ec862746bb671e859fa5a845f7,sjasmin
2017-03-28,3,Lab,Catherine McKinnell,82395,3,082395-03,b77985ace1efe21b2574617eb95cfed1,smarie
2017-01-16,13,Lab,Mike Kane,76572,1,076572-01,4e6d4fc57d4055e0720f3e0912f3ffdc,sjasmin
2017-11-22,7,Lab,Jeremy Corbyn,91589,1,091589-01,c28f265a4bfcb700d0c524e211344cd1,smarie
2017-09-07,17,Lab,Keir Starmer,86852,23,086852-23,7eae9b243aa529784e6645f193c22aea,sjasmin
2017-04-24,17,Lab,Vicky Foxcroft,83405,1,083405-01,cc3ebd5f655b9a67a989f2b9cdd4d7eb,smarie
2017-09-14,13,Lab,Nick Thomas-Symonds,87559,1,087559-01,0833f5a5227253c4c173393677a734eb,sjasmin
2017-03-21,12,Lab,Rob Marris,81824,3,081824-03,a8174227852936e952195aa63595bb23,smarie
2017-09-06,3,Lab,Chris Ruane,86531,4,086531-04,69bfc1f7bf2f3b6a1d6dcfe0867000b8,sjasmin
2017-03-20,4,LibDem,John Pugh,81608,2,081608-02,d0c73db4b34729037e4b22ef6f5e299d,both
2017-12-11,15,LibDem,Edward Davey,93258,2,093258-02,173f982e31e540e86465a8216dac6311,both
2017-03-20,14,LibDem,Greg Mulholland,81717,2,081717-02,9959c97f19161dabb1e1ed80fd175ed4,both
2017-12-20,9,LibDem,Tim Farron,94244,2,094244-02,c6bcd879c51dc108b32f93edcd728e06,both
2017-09-07,17,LibDem,Tom Brake,86966,3,086966-03,e7e7d6aff32e4a8f5420a93113e4f579,both
2017-10-26,12,LibDem,Tom Brake,89534,1,089534-01,b6d2e4e7fb19e3d8eafdaadb72175869,both
2017-12-12,14,LibDem,Edward Davey,93440,2,093440-02,d635e948acf95da21712a40d0a51c374,both
2017-12-14,15,LibDem,Christine Jardine,93751,2,093751-02,cad27d944ba241c254ea591f00df13af,both
2017-03-21,11,LibDem,Greg Mulholland,81816,1,081816-01,fd77407550f0f14a7d22cfc4cb6cae0b,both
2017-02-09,5,LibDem,Mark Williams,78861,3,078861-03,589211517339bbbbda9b09c938ac0e3c,both
2017-12-18,4,LibDem,Jamie Stone,93791,2,093791-02,2044106345e3988ce759190853dc980c,both
2017-10-30,3,LibDem,Wera Hobhouse,89621,1,089621-01,12834735fec363679bc62f8e7ffa9631,both
2017-07-04,4,LibDem,Tom Brake,84659,1,084659-01,45d56c24ce3dd376d713a3179322eadf,both
2017-10-09,1,LibDem,Alistair Carmichael,87609,2,087609-02,2ca29926f17519163ce17f9bc0432c31,both
2017-10-16,1,LibDem,Edward Davey,88260,2,088260-02,7b4a605097149df7b79ffed0398e80f7,both
2017-09-14,12,LibDem,Alistair Carmichael,87549,2,087549-02,20dd398a47d15466c2e1bfba4762c7fc,smarie
2017-07-19,4,LibDem,Alistair Carmichael,86069,1,086069-01,18fe97ba95531cc1e4624238e4920b9e,sjasmin
2017-03-16,10,LibDem,Alistair Carmichael,81470,2,081470-02,f5bc84ac2f8621d9f78c9956ea997bf6,smarie
2017-10-09,1,LibDem,Alistair Carmichael,87609,1,087609-01,e70157ec07267c6f4672204fe81719f5,sjasmin
2017-11-13,10,LibDem,Layla Moran,90614,1,090614-01,649f38913683fa63943759f1451d7aa3,smarie
2017-11-02,3,LibDem,Tim Farron,90094,2,090094-02,c3336ad03014bdd745c59dde550598a4,sjasmin
2017-07-20,9,LibDem,Alistair Carmichael,86249,1,086249-01,c19e7f8a709e288297dc3180fea1a481,smarie
2017-09-13,11,LibDem,Jamie Stone,87425,3,087425-03,291aa7f3809bcd35e08f81c5881bdd37,sjasmin
2017-10-26,16,LibDem,Tom Brake,89565,4,089565-04,29d41c48a179b24a03450ed773d2a427,smarie
2017-09-13,11,LibDem,Vincent Cable,87437,2,087437-02,fc2013dabdf9ef026e79871c24d7c862,sjasmin
2017-07-04,7,LibDem,Tim Farron,84691,2,084691-02,814462c27957f3d3f207fc4e1a51773f,smarie
2017-10-16,3,LibDem,Layla Moran,88278,2,088278-02,1a6463416e4fef87447ace62dc9cfa9b,sjasmin
2017-09-12,8,LibDem,Jo Swinson,87226,1,087226-01,41e4d879eaed912d649b02c57d649ae9,smarie
2017-07-20,9,LibDem,Alistair Carmichael,86249,4,086249-04,1626f2b567281c56cd2f10efed5c0d1d,sjasmin
2017-09-13,9,LibDem,Layla Moran,87372,3,087372-03,21ece460a0677c5be05d1de48cd42d14,smarie
2017-10-17,6,LibDem,Jo Swinson,88481,2,088481-02,d39622a91e2efde8040037f73b5a934f,sjasmin
2017-03-27,3,LibDem,Alistair Carmichael,82239,3,082239-03,e0bb6d0d48c6f85bbfeb29864e7f57de,smarie
2017-10-10,5,LibDem,Norman Lamb,87824,1,087824-01,ca15be76049f1f5c2c897a9a908fb460,sjasmin
2017-07-04,1,LibDem,Alistair Carmichael,84616,1,084616-01,955a1af9ecc4c31a454467a755e6cdd8,smarie
2017-12-07,18,LibDem,Tom Brake,93088,1,093088-01,3b80bdeaa311797c95b905e9fde8827c,sjasmin
2017-10-10,1,LibDem,Tim Farron,87778,4,087778-04,aa6ad2987373aa737dbd7ec84accb6b9,smarie
2017-03-16,10,LibDem,Alistair Carmichael,81470,1,081470-01,5058abebc4e29b9f07cf47ce98c841ef,sjasmin
2017-03-27,3,LibDem,Alistair Carmichael,82239,2,082239-02,345a5f0be46238299f31707338f6bc0b,smarie
2017-09-07,17,LibDem,Tom Brake,86966,13,086966-13,e8ba9e4de0e47fef66c958bc3d32d1bd,sjasmin
2017-03-13,7,LibDem,Tom Brake,81009,2,081009-02,6b9614430a6fa526f657700df6d6ea66,smarie
2017-09-13,11,LibDem,Jamie Stone,87425,1,087425-01,44d45c9f93540ba9b12058c63f05ff75,sjasmin
2017-03-23,1,LibDem,Tom Brake,82035,1,082035-01,56c751795821c450fdc9b0baafe76ac3,smarie
2017-04-24,18,LibDem,Greg Mulholland,83433,2,083433-02,4ea125e9cb45e4851579e604a1de2a09,sjasmin
2017-04-26,7,LibDem,Tim Farron,83764,1,083764-01,099f91a5ecb15a59becef63048710205,smarie
2017-03-23,1,LibDem,Tom Brake,82035,2,082035-02,424bfe9924364a6ea1d0fb594bb9268f,sjasmin
2017-07-10,1,SNP,Martin Docherty-Hughes,85084,1,085084-01,d0bd3f11740dc2100a7889e551f55e1d,both
2017-07-13,2,SNP,Alan Brown,85577,3,085577-03,3170486f94417069b4da2dd8bb2cea19,both
2017-04-25,10,SNP,Joanna Cherry,83558,3,083558-03,e7b87eec88bdc5346306b21361b4fcbd,both
2017-01-18,5,SNP,Alan Brown,76842,1,076842-01,88518651e704eb771f55355c421b1060,both
2017-02-28,14,SNP,Alan Brown,79970,2,079970-02,22233772832d8a171a454318de3bfea9,both
2017-02-21,8,SNP,Martyn Day,79255,1,079255-01,263571e12c719dc9333ac255863b6574,both
2017-03-22,9,SNP,Angus MacNeil,81994,3,081994-03,7d23bad425e264a30260b218bc14c597,both
2017-11-15,8,SNP,Ian Blackford,90948,2,090948-02,8e47ae2994a48b3946d3aa6332bfda96,both
2017-11-16,16,SNP,Patrick Grady,91158,1,091158-01,d59db151e2334b4336a49ce3adbe1888,both
2017-03-06,6,SNP,Martyn Day,80293,1,080293-01,8354442d205af28fc86059711dbb2eac,both
2017-09-07,17,SNP,Peter Grant,86908,1,086908-01,47da6685267e48f8b60b26dd7f886235,both
2017-11-06,6,SNP,Stuart C McDonald,90267,3,090267-03,224a98a5c51988c659ee67eae66064f8,both
2017-10-17,14,SNP,Hannah Bardell,88581,3,088581-03,8fbf70c8d04e4b86cbc9d680dc8b4bad,both
2017-01-11,7,SNP,Angus Robertson,76258,1,076258-01,2a9b5c703e3c73dae3369700d5162860,both
2017-03-08,1,SNP,Stuart C McDonald,80613,1,080613-01,5f629d61cc470c428dbd6b92dc53a53a,both
2017-07-05,1,SNP,Neil Gray,84789,1,084789-01,2476a5aca3b42af57a315deebe765967,smarie
2017-07-11,14,SNP,Hannah Bardell,85374,4,085374-04,892c8ac5ac138f4830a34edbf762a777,sjasmin
2017-12-18,1,SNP,Neil Gray,93769,1,093769-01,3f5767b302870bd24bc717fc59a98709,smarie
2017-11-28,14,SNP,Ronnie Cowan,92093,1,092093-01,3f98eb932c94ac488ea943de7b5d8243,sjasmin
2017-11-28,1,SNP,Tommy Sheppard,91943,1,091943-01,8f090713c57a0701ea5d517551290817,smarie
2017-02-22,4,SNP,Patrick Grady,79367,2,079367-02,093767fe4bde108650ee08f696f2307a,sjasmin
2017-10-25,2,SNP,Patrick Grady,89272,2,089272-02,6ebe140a4e7c4d3766d18595a1e1c46a,smarie
2017-03-01,2,SNP,Tasmina Ahmed-Sheikh,79997,1,079997-01,2d703ebab90d32dfceb45c2c23fe4be6,sjasmin
2017-10-16,14,SNP,Patrick Grady,88401,1,088401-01,307a0877cf553255d5627daea23d6f76,smarie
2017-07-11,14,SNP,Hannah Bardell,85374,2,085374-02,2820700164b693f833a30dd9ad9c920b,sjasmin
2017-04-18,12,SNP,George Kerevan,82937,1,082937-01,1a2b8910d14cc89c15f5a463eb863c63,smarie
2017-09-07,17,SNP,Peter Grant,86908,16,086908-16,bbc7e59fa10a770fc6f79cc0c1019794,sjasmin
2017-01-18,5,SNP,Alan Brown,76842,3,076842-03,363535404cb9547037ff60f979c2fbac,smarie
2017-03-01,7,SNP,Angus Robertson,80050,4,080050-04,c053c06bb37eaa2043f4a29635f095aa,sjasmin
2017-03-07,18,SNP,Owen Thompson,80563,1,080563-01,83e0aa01a4c761078cde989acf31040b,smarie
2017-03-06,6,SNP,Martyn Day,80293,2,080293-02,29ad473c76ae13ecda24b528ec7d265d,sjasmin
2017-07-20,11,SNP,Martyn Day,86283,3,086283-03,00a1428a0c48651938093532f03a0042,smarie
2017-10-24,14,SNP,John McNally,89228,1,089228-01,3be89d62c3280734626b7cd219a349ca,sjasmin
2017-07-19,7,SNP,Kirsty Blackman,86127,3,086127-03,c688036b5b9bf1160c38405651d09120,smarie
2017-03-06,14,SNP,Stuart C McDonald,80371,1,080371-01,7711cbea6e9c81e3e60847e236bb1117,sjasmin
2017-02-22,6,SNP,Anne McLaughlin,79379,2,079379-02,238ce43587d56852499790b983ea55c6,smarie
2017-03-06,16,SNP,Richard Arkless,80420,3,080420-03,861b01b9a9188f763316c5dd4e2b5d47,sjasmin
2017-03-01,3,SNP,Patrick Grady,80003,2,080003-02,949f034a6d6aa918225bcaf72b65ae53,smarie
2017-07-05,7,SNP,Ian Blackford,84891,3,084891-03,1529d4ad583a1f45a7c93b7e099b9c3d,sjasmin
2017-10-16,3,SNP,Angus MacNeil,88284,11,088284-11,2461a248b406d80b8a56466285ecdd15,smarie
2017-09-07,17,SNP,Peter Grant,86900,3,086900-03,0278528eb8d2d511a58ef06403ae2b35,sjasmin
2017-10-18,6,SNP,Deidre Brock,88671,2,088671-02,40bd307cfed0e4161206aa5bea478a93,smarie
2017-10-11,9,SNP,Ian Blackford,88051,3,088051-03,c0b0f94c1d1d6e61d79e2206e9233942,sjasmin
2017-03-14,1,SNP,Deidre Brock,81089,3,081089-03,4ad97591eba56342a4192f8360b6a073,smarie
2017-03-08,8,SNP,Angus Robertson,80694,4,080694-04,3586402e0b27a55ef6dbd13a76f2ab5c,sjasmin
2018-01-22,13,Con,Mark Prisk,95871,2,095871-02,71032cda2ff064f0497b0ed358d524a3,both
2018-06-27,9,Con,Theresa May,107835,6,107835-06,7ef5d345634c2b17f2d9b545d50b960b,both
2018-04-18,2,Con,Alistair Burt,101809,3,101809-03,e093f91778ef26a70ee733fbba2336e1,both
2018-03-21,4,Con,Shailesh Vara,100508,5,100508-05,95c20c1ecf9d837b45c536cbcccf2066,both
2018-06-14,12,Con,Robin Walker,106632,2,106632-02,27858ba44a7da7aa92fa18dff404486b,both
2018-01-25,9,Con,Mark Pawsey,96325,2,096325-02,d2509c7496cc4d6b93cacc15f30934f3,both
2018-03-19,1,Con,Nadhim Zahawi,100118,2,100118-02,1598704de9a8941297048efb236257b1,both
2018-06-19,8,Con,Jeremy Hunt,106887,1,106887-01,9d30b72617e7e650e00bc515473a5eb0,both
2018-05-08,7,Con,Steve Brine,103455,1,103455-01,9677ea69996e3e77912d2f5fa36ce1c9,both
2018-06-21,18,Con,Chris Green,107338,1,107338-01,d7fb15d720b90f0376b1113491e44f56,both
2018-07-24,16,Con,Jackie Doyle-Price,110366,3,110366-03,5733ce9f2dba4d34a2bc881498669840,both
2018-02-20,13,Con,Henry Smith,97773,1,097773-01,c81300b5bff5d99ae933b9dfc8647de1,both
2018-01-24,2,Con,David Mundell,96139,1,096139-01,8aed447685aea9e2aa7f6a0ec304ad80,both
2018-01-22,16,Con,Sajid Javid,95884,1,095884-01,a5255298572800c1d14a303ec83fa720,both
2018-01-24,8,Con,Theresa May,96206,4,096206-04,e5bf43d3d434459241883024af0d19e3,both
2018-03-15,13,Con,David Davis,100116,2,100116-02,01773f0fd4df4187ab73b5a25973ab20,smarie
2018-05-21,3,Con,Esther McVey,104601,1,104601-01,b1e6d57850747ba7606eeedf2831ecd6,sjasmin
2018-10-11,12,Con,Jo Johnson,111983,2,111983-02,453647896100703cb4c09241285e33e3,smarie
2018-07-16,4,Con,Sajid Javid,109419,1,109419-01,d3dc3fdac8e8e9a7c1eea135015a9329,sjasmin
2018-04-17,9,Con,Nicholas Soames,101710,1,101710-01,25d3bc1097a9472e53d2837cd819fb64,smarie
2018-06-04,17,Con,Sajid Javid,105401,2,105401-02,2391ee8f7f32c360aee0d79433a2a77d,sjasmin
2018-05-01,2,Con,Helen Whately,102934,1,102934-01,5e2e687b09c45d4d9c30879b2e0661f7,smarie
2018-09-11,4,Con,Robert Jenrick,111130,2,111130-02,19e9555d21fde60ce3d90745b80d6b97,sjasmin
2018-07-09,7,Con,Guto Bebb,108820,3,108820-03,427a87d0b381cd873b5412644e311d5c,smarie
2018-04-30,4,Con,Jake Berry,102802,3,102802-03,88c7168cf74288cbe8a6ea59affcf6fa,sjasmin
2018-05-03,9,Con,David Davis,103343,1,103343-01,5752392f808765201dad0d4305a2e7bf,smarie
2018-10-24,2,Con,Mims Davies,113055,3,113055-03,4514c2dbc4ec9bb218c9e593c6b6d43f,sjasmin
2018-06-27,9,Con,Theresa May,107805,3,107805-03,31b15d5e4a645ea1fe0ff8e1ff01ebad,smarie
2018-10-30,12,Con,Harriett Baldwin,113637,3,113637-03,f88ce914f95b18c4428adf63a3c818b6,sjasmin
2018-06-21,2,Con,Michael Ellis,107165,3,107165-03,1bf807d0845091d7b0861f95f0dec81e,smarie
2018-03-06,6,Con,David Gauke,99055,3,099055-03,b0ee53d3c92f090325faf96679911922,sjasmin
2018-03-19,4,Con,Anne Milton,100171,2,100171-02,e44a3ebe922ba0820c07264ba008b71a,smarie
2018-03-20,15,Con,Steve Brine,100422,1,100422-01,06f637519a6105b24eb098048ab83310,sjasmin
2018-09-05,8,Con,Theresa May,110733,2,110733-02,d66f3d87eb80c9771eea7db9b9cca03e,smarie
2018-04-24,14,Con,Tim Loughton,102383,2,102383-02,0fab56f8e9f3f17ceafdc2ebac170612,sjasmin
2018-01-15,15,Con,Tom Pursglove,95236,2,095236-02,89ad2ec46191c3aaa04abe36af4dc82f,smarie
2018-02-28,8,Con,Theresa May,98592,15,098592-15,08ccca9e50d6fc9996f8f5fc991d2f59,sjasmin
2018-05-02,10,Con,Marcus Jones,103213,1,103213-01,7f3ecfb3bb2abd7b42800bdac5e80934,smarie
2018-05-21,3,Con,Esther McVey,104601,4,104601-04,a29397406f2848b1e0eac60114f75bd0,sjasmin
2018-10-29,14,Con,Sajid Javid,113458,2,113458-02,79cb4a5a930c078f3b13a1f86411757f,smarie
2018-04-16,10,Con,Ben Wallace,101555,7,101555-07,671f287fcbf5614451ea0f2a245683e7,sjasmin
2018-03-27,9,Con,Boris Johnson,101042,2,101042-02,a83b3b8400927631eae3c31bea304093,smarie
2018-10-11,7,Con,Nusrat Ghani,111940,1,111940-01,b140dc798be84947a41d5814c1509056,sjasmin
2018-02-26,15,Con,Nick Hurd,98297,4,098297-04,ce324194d2b835043e6f6a785d54bde2,smarie
2018-06-14,12,Con,David Duguid,106613,1,106613-01,dfae04428d26160e79f169a22b8ca91b,sjasmin
2018-12-12,3,DUP,Nigel Dodds,117358,2,117358-02,d858f90b44521e43f18550fcea7299ea,both
2018-11-27,11,DUP,Gregory Campbell,115972,2,115972-02,e2e1df3b81c3f536e0976a10e04b1936,both
2018-04-25,9,DUP,Gavin Robinson,102537,4,102537-04,44892de5d2428ba07839cefe1cd6664f,both
2018-03-21,1,DUP,Gavin Robinson,100460,2,100460-02,ccef62c06b968e3b62ba6b7b15a1ba85,both
2018-11-27,4,DUP,Jim Shannon,115894,1,115894-01,5c42a5ca3f5889f0e363feb1a32533c3,both
2018-01-09,12,DUP,Ian Paisley,94755,2,094755-02,758a50f7f4e1d4251d505abbd567d7c0,both
2018-07-17,7,DUP,Emma Little Pengelly,109616,2,109616-02,43998f3713cba7806900c2bb06667f52,both
2018-04-24,3,DUP,Jim Shannon,102299,1,102299-01,b663b745412c5783070f62c25459f675,both
2018-11-21,4,DUP,Gregory Campbell,115470,1,115470-01,c7ff973e9460e4f1b0219c9d08486724,both
2018-11-28,4,DUP,Sammy Wilson,116114,1,116114-01,863c8073e3fdf105f58cb75a9008dfc3,both
2018-10-25,5,DUP,Gregory Campbell,113235,1,113235-01,c7584fb47ac3e22bb68eb6bc3d22d09d,both
2018-03-06,4,DUP,Emma Little Pengelly,99032,3,099032-03,e3ecc0656f749bf25589ddbabc81affb,both
2018-04-24,6,DUP,Gregory Campbell,102325,1,102325-01,2184961bfbf6068e3fac00ea41894381,both
2018-01-18,4,DUP,Jim Shannon,95593,1,095593-01,49b7b66a0f88b163cd2b3d6ab05b6b6e,both
2018-01-25,4,DUP,Gavin Robinson,96271,2,096271-02,3f470613f26d0925762c85bee3fd547f,both
2018-04-24,19,DUP,Ian Paisley,102426,3,102426-03,43e022d7e7ea5f924cb31582b9afc54e,smarie
2018-04-18,6,DUP,Gregory Campbell,101832,2,101832-02,0570564f60a95c0caf1f2804624ddc63,sjasmin
2018-10-30,2,DUP,Jim Shannon,113528,2,113528-02,5f8ae02adbe3b0ae320617bee316a3c8,smarie
2018-02-06,13,DUP,Jim Shannon,97351,3,097351-03,b1dfa5bf4d2fb585edda6311278e5f7a,sjasmin
2018-02-07,3,DUP,Nigel Dodds,97393,2,097393-02,a2b9730f822a3ae28d2a1a2fb9cc6121,smarie
2018-01-09,7,DUP,Jim Shannon,94672,1,094672-01,0565b9d624a7cacd3d925968a7ec3dce,sjasmin
2018-12-13,12,DUP,Jim Shannon,117556,1,117556-01,43e4d5fb13bec2deed668a12578ac9ce,smarie
2018-12-05,7,DUP,Gregory Campbell,116828,1,116828-01,29f47a34ed4c23b730dae8246332b8d1,sjasmin
2018-12-05,7,DUP,Gregory Campbell,116828,4,116828-04,3274332a0fb3deca7b3414482667c8c7,smarie
2018-01-11,4,DUP,Jim Shannon,94952,1,094952-01,883758b21699fa18fbbe16cbe76a182e,sjasmin
2018-04-23,3,DUP,Gavin Robinson,102132,2,102132-02,08cf858fbaf69071ff119aa831ddce2c,smarie
2018-04-25,9,DUP,Gavin Robinson,102537,1,102537-01,fd5aac6da105b597bad15c832cad96c4,sjasmin
2018-01-17,6,DUP,Jim Shannon,95463,1,095463-01,601b6aaf7bbe62da765ced7c750cf1c2,smarie
2018-03-21,7,DUP,Jeffrey M Donaldson,100531,1,100531-01,8bc5c11269f8bfe4e8a668fcf7686243,sjasmin
2018-06-20,9,DUP,Nigel Dodds,107138,3,107138-03,8ab58b7b40b4c7649b90af7679f0da0b,smarie
2018-12-12,4,DUP,Emma Little Pengelly,117371,1,117371-01,3936f3f3afecfa24c8d1dabab640a533,sjasmin
2018-12-05,7,DUP,Gregory Campbell,116828,3,116828-03,c4ca64bef05d76dde05cb7a57af2728d,smarie
2018-11-15,11,DUP,Emma Little Pengelly,115001,1,115001-01,5efe5449b714889799922ff0b4928cbb,sjasmin
2018-03-21,6,DUP,David Simpson,100525,2,100525-02,b8f573f856a84d5a0f3f13655187a2af,smarie
2018-01-25,11,DUP,Jim Shannon,96354,2,096354-02,d729ced275dc577c289672b11bc35ff9,sjasmin
2018-12-18,6,DUP,Gregory Campbell,117824,1,117824-01,a36e3434055a64e2c57412c28db3674e,smarie
2018-02-28,8,DUP,Gregory Campbell,98611,2,098611-02,37b90900dd9658b14d4d804b4d0eac58,sjasmin
2018-07-19,4,DUP,Jim Shannon,109907,2,109907-02,acb6387856bddea1591461d831501948,smarie
2018-04-18,4,DUP,Jim Shannon,101812,1,101812-01,28c135bf6dd8a0aabfcc7a90314b0711,sjasmin
2018-01-16,3,DUP,Sammy Wilson,95267,2,095267-02,600a217b762e3566aaaeff533fc967cd,smarie
2018-12-13,3,DUP,Jim Shannon,117476,1,117476-01,eeec24c8c1e5cafdd23280e75ba0bc4b,sjasmin
2018-04-24,19,DUP,Ian Paisley,102426,1,102426-01,c48deaee17c727a8767d3145845fdc2d,smarie
2018-10-31,4,DUP,Sammy Wilson,113732,1,113732-01,5d30069e89fa08cd3175fe0a4acb8b6b,sjasmin
2018-03-28,1,DUP,Gavin Robinson,101114,2,101114-02,f4d184cff8b107a49327ad82164e26ed,smarie
2018-01-10,5,DUP,Jim Shannon,94798,1,094798-01,2f07d5f934b503de87fcd8bc7c69c8c2,sjasmin
2018-01-31,2,Lab,Hugh Gaffney,96763,3,096763-03,736d85dbff1c1e783e30476659959b76,both
2018-03-19,4,Lab,Lucy Powell,100176,1,100176-01,6083a69543db19280622218ef6fa36b5,both
