id,year1,year2,month,sourname,objdim,objid,oidclean
458,1966,"1966",3,1,"Geography","the remaining slums in (Glasgow, Edinburgh, Dundee, and) other cities","the remaining slums in glasgow, edinburgh, dundee, and other cities"
459,1966,"1966",3,1,"Geography","existing towns (i.e. in mid-Wales)","existing towns i.e. in mid-wales"
460,1966,"1966",3,1,"Other","widows","widows"
461,1966,"1966",3,1,"Health","disabled","disabled"
462,1966,"1966",3,1,"Geography","South Wales","south wales"
463,1966,"1966",3,1,"Nationality","(those areas) where immigrants are concentrated","those areas where immigrants are concentrated"
464,1966,"1966",3,1,,"(Ulster) farmers","ulster farmers"
465,1966,"1966",3,1,"Geography","areas (where there is most need)","areas where there is most need"
466,1966,"1966",3,1,"Geography","Queensferry","queensferry"
467,1966,"1966",3,1,"Other","the growing numbers who (leave the towns) to (sail, ski, climb,) picnic, (or go caravaning)","the growing numbers who leave the towns to sail, ski, climb, picnic, or go caravaning"
468,1966,"1966",3,1,,"the trade unions","the trade unions"
469,1966,"1966",3,1,,"Britain","britain"
470,1966,"1966",3,1,"Geography","Each Area","each area"
471,1966,"1966",3,1,"Gender","women","women"
472,1966,"1966",3,1,"Geography","Wales","wales"
473,1966,"1966",3,1,"Economic class","(children in families) where the income is below the minimum need","children in families where the income is below the minimum need"
474,1966,"1966",3,1,"Economic class","People eligible for the present tax allowance (i.e. for mortgages)","people eligible for the present tax allowance i.e. for mortgages"
475,1966,"1966",3,1,"Gender","nursing mothers","nursing mothers"
476,1966,"1966",3,1,"Geography","Ulster (farmers)","ulster farmers"
477,1966,"1966",3,1,"Geography","South Wales","south wales"
478,1966,"1966",3,1,"Other","their families (i.e. of immigrants)","their families i.e. of immigrants"
479,1966,"1966",3,1,,"everyone","everyone"
480,1966,"1966",3,1,"Other","dependants","dependants"
481,1966,"1966",3,1,,"Britain","britain"
482,1966,"1966",3,1,"Geography","those areas (where immigrants are concentrated)","those areas where immigrants are concentrated"
483,1966,"1966",3,1,"Gender","the housewife","the housewife"
484,1966,"1966",3,1,"Gender","married women","married women"
485,1966,"1966",3,1,"Other","the travelling public","the travelling public"
486,1966,"1966",3,1,"Geography","North Wales","north wales"
487,1966,"1966",3,1,,"our country","our country"
488,1966,"1966",3,1,"Geography","mid-Wales","mid-wales"
489,1966,"1966",3,1,"Gender","men","men"
490,1966,"1966",3,1,"Economic class","those most in need","those most in need"
491,1966,"1966",3,1,,"the public","the public"
492,1966,"1966",3,1,"Geography","regional recreation areas","regional recreation areas"
493,1966,"1966",3,1,"Geography","Cardigan Bay","cardigan bay"
494,1966,"1966",3,1,"Other","the growing numbers who (leave the towns to sail, ski, climb, picnic, or) go caravaning","the growing numbers who leave the towns to sail, ski, climb, picnic, or go caravaning"
495,1966,"1966",3,1,"Geography","the remaining slums in (Glasgow) Edinburgh, (Dundee, and other cities)","the remaining slums in glasgow edinburgh, dundee, and other cities"
496,1966,"1966",3,1,"Geography","the (i.e. Scottish) Borders","the i.e. scottish borders"
497,1966,"1966",3,1,,"Britain","britain"
498,1966,"1966",3,1,"Gender","women","women"
499,1966,"1966",3,1,"Economic class","others most in need","others most in need"
500,1966,"1966",3,1,"Economic class","those most in need","those most in need"
501,1966,"1966",3,1,"Other","adults","adults"
502,1966,"1966",3,1,"Economic class","Those in Need","those in need"
503,1966,"1966",3,1,,"trade unions","trade unions"
504,1966,"1966",3,1,"Gender","the housewife","the housewife"
505,1966,"1966",3,1,,"children (in families where the income is below the minimum need)","children in families where the income is below the minimum need"
506,1966,"1966",3,1,,"Britain","britain"
507,1966,"1966",3,1,"Geography","Cardiff","cardiff"
508,1966,"1966",3,1,"Health","the chronic sick","the chronic sick"
509,1966,"1966",3,1,"Geography","Northern Ireland","northern ireland"
510,1966,"1966",3,1,"Geography","the English regions","the english regions"
511,1966,"1966",3,1,"Geography","visitors to the National Forests","visitors to the national forests"
512,1966,"1966",3,1,"Other","their families (i.e. of immigrants)","their families i.e. of immigrants"
513,1966,"1966",3,1,,"the individual child","the individual child"
514,1966,"1966",3,1,,"inspectors of welfare","inspectors of welfare"
515,1966,"1966",3,1,"Age/generation","the elderly","the elderly"
516,1966,"1966",3,1,"Geography","the Highlands","the highlands"
517,1966,"1966",3,1,,"this country","this country"
518,1966,"1966",3,1,"Health","chronic sick","chronic sick"
519,1966,"1966",3,1,"Geography","Wales","wales"
520,1966,"1966",3,1,"Geography","Scotland","scotland"
521,1966,"1966",3,1,"Other","useful members of the community","useful members of the community"
522,1966,"1966",3,1,"Geography","Shrewsbury","shrewsbury"
523,1966,"1966",3,1,"Other","those in prison","those in prison"
524,1966,"1966",3,1,"Age/generation","young people","young people"
525,1966,"1966",3,1,"Age/generation","the elderly","the elderly"
526,1966,"1966",3,1,,"British trade unions","british trade unions"
527,1966,"1966",3,1,"Economic class","ground leaseholders","ground leaseholders"
528,1966,"1966",3,1,"Nationality","all immigrants living in Britain","all immigrants living in britain"
529,1966,"1966",3,1,"Other","the growing numbers who (leave the towns) to sail (, ski, climb, picnic, or go caravaning)","the growing numbers who leave the towns to sail , ski, climb, picnic, or go caravaning"
530,1966,"1966",3,1,"Gender","every man","every man"
531,1966,"1966",3,1,,"scientists","scientists"
532,1966,"1966",3,1,"Economic class","employers","employers"
533,1966,"1966",3,1,"Age/generation","young people","young people"
534,1966,"1966",3,1,,"everyone","everyone"
535,1966,"1966",3,1,"Geography","North...Wales","north...wales"
536,1966,"1966",3,1,"Nationality","all immigrants","all immigrants"
537,1966,"1966",3,1,"Health","the disabled","the disabled"
538,1966,"1966",3,1,,"people","people"
539,1966,"1966",3,1,"Nationality","immigrants already here","immigrants already here"
540,1966,"1966",3,1,"Geography","Northern Ireland","northern ireland"
541,1966,"1966",3,1,"Economic class","home buyers","home buyers"
542,1966,"1966",3,1,"Gender","widows (who have been out of employment for many years)","widows who have been out of employment for many years"
543,1966,"1966",3,1,"Economic class","those needing help","those needing help"
544,1966,"1966",3,1,,"everybody","everybody"
545,1966,"1966",3,1,"Economic class","go-ahead companies","go-ahead companies"
546,1966,"1966",3,1,,"anyone","anyone"
547,1966,"1966",3,1,,"Britain","britain"
548,1966,"1966",3,1,"Other","those who really believe in this country","those who really believe in this country"
549,1966,"1966",3,1,"Gender","widows (who have been out of employment for many years)","widows who have been out of employment for many years"
550,1966,"1966",3,1,"Other","our communities","our communities"
551,1966,"1966",3,1,"Other","our families","our families"
552,1966,"1966",3,1,"Geography","Scotland","scotland"
553,1966,"1966",3,1,"Geography","the big cities","the big cities"
554,1966,"1966",3,1,"Economic class","(widows) who have been out of employment for many years","widows who have been out of employment for many years"
555,1966,"1966",3,2,,"doctors","doctors"
556,1966,"1966",3,2,"Other","many groups","many groups"
557,1966,"1966",3,2,,"Britain","britain"
558,1966,"1966",3,2,,"farmers'","farmers'"
559,1966,"1966",3,2,,"Britain","britain"
560,1966,"1966",3,2,,"the nation","the nation"
561,1966,"1966",3,2,"Age/generation","the old","the old"
562,1966,"1966",3,2,,"Britain","britain"
563,1966,"1966",3,2,"Economic class","those on fixed incomes","those on fixed incomes"
564,1966,"1966",3,2,"Health","the sick","the sick"
565,1966,"1966",3,2,"Economic class","the needy","the needy"
566,1966,"1966",3,2,,"Britain's","britain's"
567,1966,"1966",3,2,,"the British people","the british people"
568,1966,"1966",3,2,,"forces [armed]","forces armed"
569,1966,"1966",3,2,"Other","hundreds of thousands of families","hundreds of thousands of families"
570,1966,"1966",3,2,"Economic class","skilled labour","skilled labour"
571,1966,"1966",3,2,"Geography","new town","new town"
572,1966,"1966",3,2,,"Britain","britain"
573,1966,"1966",3,2,"Economic class","those in need","those in need"
574,1966,"1966",3,2,"Geography","Birmingham","birmingham"
575,1966,"1966",3,2,,"Britain","britain"
576,1966,"1966",3,2,"Economic class","expanding firms","expanding firms"
577,1966,"1966",3,2,"Geography","Wales","wales"
578,1966,"1966",3,2,"Other","family","family"
579,1966,"1966",3,2,"Economic class","the workers by hand (and by brain)","the workers by hand and by brain"
580,1966,"1966",3,2,,"family doctor","family doctor"
581,1966,"1966",3,2,,"Britain","britain"
582,1966,"1966",3,2,,"the individual","the individual"
583,1966,"1966",3,2,,"teachers","teachers"
584,1966,"1966",3,2,"Economic class","mortgagee","mortgagee"
585,1966,"1966",3,2,,"the citizens","the citizens"
586,1966,"1966",3,2,,"teachers","teachers"
587,1966,"1966",3,2,,"the British people","the british people"
588,1966,"1966",3,2,,"anyone","anyone"
589,1966,"1966",3,2,"Gender","widows","widows"
590,1966,"1966",3,2,"Economic class","medical students","medical students"
591,1966,"1966",3,2,"Economic class","those best able to shoulder it [the tax burden]","those best able to shoulder it the tax burden"
592,1966,"1966",3,2,,"the average citizen","the average citizen"
593,1966,"1966",3,2,"Economic class","everyone who joins the home ownership plan","everyone who joins the home ownership plan"
594,1966,"1966",3,2,,"Britain","britain"
595,1966,"1966",3,2,,"the nation","the nation"
596,1966,"1966",3,2,,"the whole community","the whole community"
597,1966,"1966",3,2,,"all children","all children"
598,1966,"1966",3,2,,"the community","the community"
599,1966,"1966",3,2,"Gender","some 2,000 women a year","some 2,000 women a year"
600,1966,"1966",3,2,"Geography","new towns","new towns"
601,1966,"1966",3,2,,"all","all"
602,1966,"1966",3,2,"Other","road users","road users"
603,1966,"1966",3,2,,"Britain","britain"
604,1966,"1966",3,2,"Geography","citizens [of urban centres]","citizens of urban centres"
605,1966,"1966",3,2,"Geography","much bigger towns","much bigger towns"
606,1966,"1966",3,2,"Age/generation","young people","young people"
607,1966,"1966",3,2,,"the whole community","the whole community"
608,1966,"1966",3,2,"Other","family","family"
609,1966,"1966",3,2,,"the producer [agriculture]","the producer agriculture"
610,1966,"1966",3,2,"Economic class","the lower paid","the lower paid"
611,1966,"1966",3,2,,"Britain's","britain's"
612,1966,"1966",3,2,"Age/generation","old people","old people"
613,1966,"1966",3,2,,"doorstep salesmen","doorstep salesmen"
614,1966,"1966",3,2,"Geography","those areas confronted with a severe shortage [of police]","those areas confronted with a severe shortage of police"
615,1966,"1966",3,2,"Geography","cities crippled with slums","cities crippled with slums"
616,1966,"1966",3,2,"Other","the family","the family"
617,1966,"1966",3,2,"Geography","the congested South East","the congested south east"
618,1966,"1966",3,2,,"the nation","the nation"
619,1966,"1966",3,2,"Economic class","those who wish to buy their own homes","those who wish to buy their own homes"
620,1966,"1966",3,2,"Economic class","those affected by redundancy [in labour markets]","those affected by redundancy in labour markets"
621,1966,"1966",3,2,,"Britain","britain"
622,1966,"1966",3,2,"Geography","the unspoiled countryside","the unspoiled countryside"
623,1966,"1966",3,2,,"Britain","britain"
624,1966,"1966",3,2,"Other","private car commuters","private car commuters"
625,1966,"1966",3,2,,"almost everyone","almost everyone"
626,1966,"1966",3,2,,"Britain","britain"
627,1966,"1966",3,2,,"Britain","britain"
628,1966,"1966",3,2,,"our farmers","our farmers"
629,1966,"1966",3,2,"Geography","our towns and cities","our towns and cities"
630,1966,"1966",3,2,"Economic class","management","management"
631,1966,"1966",3,2,,"millions of our people","millions of our people"
632,1966,"1966",3,2,"Economic class","firms","firms"
633,1966,"1966",3,2,,"the British people","the british people"
634,1966,"1966",3,2,"Economic class","(women) workers","women workers"
635,1966,"1966",3,2,"Other","adult offenders","adult offenders"
636,1966,"1966",3,2,"Economic class","skilled labour","skilled labour"
637,1966,"1966",3,2,,"our forces [armed]","our forces armed"
638,1966,"1966",3,2,"Geography","Scotland","scotland"
639,1966,"1966",3,2,,"millions of people","millions of people"
640,1966,"1966",3,2,,"the British people","the british people"
641,1966,"1966",3,2,"Geography","Wales","wales"
642,1966,"1966",3,2,,"Britain","britain"
643,1966,"1966",3,2,,"children","children"
644,1966,"1966",3,2,,"everyone","everyone"
