id,year1,month,sourname,claimsta,claimpar,objid,objtype,objdim,subtype,subparty,subpres,reltype,reldirec,vers
236,1964,10,2,2,"Labour Party","old people","Social group","Age/generation",1,"Conservative Party",1,"Indirect","Negative/dissociate",1
237,1964,10,2,2,"Labour Party","Britain","General public",,1,"Conservative Party",1,"Indirect","Negative/dissociate",1
238,1964,10,2,2,"Labour Party","Britain","General public",,1,"Conservative Party",1,"Indirect","Negative/dissociate",1
239,1964,10,2,2,"Labour Party","Scotland","Social group","Geography",1,"Conservative Party",2,"Indirect","Positive/associate",1
240,1964,10,2,2,"Labour Party","Older people","Social group","Age/generation",1,"Conservative Party",2,"Indirect","Negative/dissociate",1
241,1964,10,2,2,"Labour Party","Britain","General public",,1,"Conservative Party",2,"Direct","Negative/dissociate",1
242,1964,10,2,2,"Labour Party","those least able to pay","Social group","Economic class",2,"Conservative Party",1,"Indirect","Negative/dissociate",1
243,1964,10,2,2,"Labour Party","cities","Social group","Geography",1,"Conservative Party",2,"Direct","Negative/dissociate",1
244,1964,10,2,2,"Labour Party","people","General public",,1,"Conservative Party",2,"Direct","Negative/dissociate",1
245,1964,10,2,2,"Labour Party","designers","Professional group",,1,"Conservative Party",2,"Direct","Negative/dissociate",1
246,1964,10,2,2,"Labour Party","the patient","Social group","Health",1,"Conservative Party",2,"Direct","Negative/dissociate",1
247,1964,10,2,2,"Labour Party","public employees","Social group","Economic class",2,"Conservative Party",1,"Indirect","Negative/dissociate",1
248,1964,10,2,2,"Labour Party","the elderly","Social group","Age/generation",1,"Conservative Party",2,"Indirect","Negative/dissociate",1
249,1964,10,2,2,"Labour Party","ordinary families","Social group","Other",1,"Conservative Party",2,"Indirect","Negative/dissociate",1
250,1964,10,2,2,"Labour Party","technologists","Professional group",,1,"Conservative Party",2,"Direct","Negative/dissociate",1
251,1964,10,2,2,"Labour Party","lower paid workers","Social group","Economic class",2,"Conservative Party",1,"Indirect","Negative/dissociate",1
252,1964,10,2,2,"Labour Party","Wales","Social group","Geography",1,"Conservative Party",2,"Indirect","Negative/dissociate",1
253,1964,10,2,2,"Labour Party","owner-occupiers","Social group","Economic class",1,"Labour Party",2,"Direct","Positive/associate",1
254,1964,10,2,2,"Labour Party","senior executives","Professional group",,1,"Labour Party",2,"Direct","Negative/dissociate",1
255,1964,10,2,2,"Labour Party","Britain","General public",,1,"Labour Party",1,"Direct","Positive/associate",1
256,1964,10,2,2,"Labour Party","the child","Other",,1,"Labour Party",1,"Indirect","Positive/associate",1
257,1964,10,2,2,"Labour Party","child","Other",,1,"Labour Party",2,"Indirect","Positive/associate",1
258,1964,10,2,2,"Labour Party","the worker on average pay","Social group","Economic class",1,"Labour Party",2,"Indirect","Positive/associate",1
259,1964,10,2,2,"Labour Party","the young (worker)","Social group","Age/generation",1,"Labour Party",1,"Indirect","Positive/associate",1
260,1964,10,2,2,"Labour Party","woman","Social group","Gender",1,"Labour Party",2,"Direct","Positive/associate",1
261,1964,10,2,2,"Labour Party","the housewife","Social group","Gender",1,"Labour Party",1,"Indirect","Positive/associate",1
262,1964,10,2,2,"Labour Party","Britain","General public",,1,"Labour Party",2,"Direct","Positive/associate",1
263,1964,10,2,2,"Labour Party","the children","Other",,1,"Labour Party",2,"Direct","Positive/associate",1
264,1964,10,2,2,"Labour Party","small exporters","Social group","Economic class",1,"Labour Party",1,"Indirect","Positive/associate",1
265,1964,10,2,2,"Labour Party","individuals","General public",,1,"Labour Party",1,"Indirect","Positive/associate",1
266,1964,10,2,2,"Labour Party","sick","Social group","Health",1,"Labour Party",1,"Indirect","Positive/associate",1
267,1964,10,2,2,"Labour Party","the owner (i.e. of land)","Social group","Economic class",1,"Labour Party",1,"Indirect","Positive/associate",1
268,1964,10,2,2,"Labour Party","Those whose incomes fall below the minimum (i.e.e national minimum benefit)","Social group","Economic class",1,"Labour Party",2,"Indirect","Positive/associate",1
269,1964,10,2,2,"Labour Party","Central Wales","Social group","Geography",1,"Labour Party",2,"Indirect","Positive/associate",1
270,1964,10,2,2,"Labour Party","(widows) of contributors (i.e. to a pension scheme)","Social group","Economic class",1,"Labour Party",2,"Indirect","Positive/associate",1
271,1964,10,2,2,"Labour Party","those who live in rural areas","Social group","Geography",1,"Labour Party",1,"Indirect","Positive/associate",1
272,1964,10,2,2,"Labour Party","widows","Social group","Gender",1,"Labour Party",2,"Indirect","Positive/associate",1
273,1964,10,2,2,"Labour Party","teachers","Professional group",,1,"Labour Party",1,"Direct","Positive/associate",1
274,1964,10,2,2,"Labour Party","The British people","General public",,1,"Labour Party",2,"Direct","Positive/associate",1
275,1964,10,2,2,"Labour Party","lower paid workers","Social group","Economic class",1,"Labour Party",1,"Indirect","Positive/associate",1
276,1964,10,2,2,"Labour Party","the people","General public",,1,"Labour Party",1,"Direct","Positive/associate",1
277,1964,10,2,2,"Labour Party","dentists","Professional group",,1,"Labour Party",1,"Direct","Positive/associate",1
278,1964,10,2,2,"Labour Party","the South","Social group","Geography",1,"Labour Party",2,"Indirect","Negative/dissociate",1
279,1964,10,2,2,"Labour Party","part-time...teachers","Professional group",,1,"Labour Party",1,"Indirect","Positive/associate",1
280,1964,10,2,2,"Labour Party","ordinary people","Social group","Other",1,"Labour Party",1,"Indirect","Positive/associate",1
281,1964,10,2,2,"Labour Party","employees","Social group","Economic class",1,"Labour Party",1,"Indirect","Both directions",1
282,1964,10,2,2,"Labour Party","men","Social group","Gender",1,"Labour Party",1,"Direct","Positive/associate",1
283,1964,10,2,2,"Labour Party","go-ahead people","Social group","Other",1,"Labour Party",2,"Direct","Positive/associate",1
284,1964,10,2,2,"Labour Party","owners (i.e. of homes)","Social group","Economic class",1,"Labour Party",2,"Indirect","Positive/associate",1
285,1964,10,2,2,"Labour Party","Scotland","Social group","Geography",1,"Labour Party",1,"Direct","Positive/associate",1
286,1964,10,2,2,"Labour Party","adult workers","Social group","Economic class",1,"Labour Party",1,"Indirect","Positive/associate",1
287,1964,10,2,2,"Labour Party","taxpayers","Social group","Other",1,"Labour Party",1,"Direct","Positive/associate",1
288,1964,10,2,2,"Labour Party","the patient","Social group","Health",1,"Labour Party",1,"Direct","Positive/associate",1
289,1964,10,2,2,"Labour Party","the (young) worker","Social group","Economic class",1,"Labour Party",1,"Indirect","Positive/associate",1
290,1964,10,2,2,"Labour Party","adults with experience of practical life","Social group","Other",1,"Labour Party",2,"Indirect","Positive/associate",1
291,1964,10,2,2,"Labour Party","a small wealthy minority","Social group","Economic class",1,"Labour Party",2,"Direct","Negative/dissociate",1
292,1964,10,2,2,"Labour Party","children","Other",,1,"Labour Party",1,"Indirect","Positive/associate",1
293,1964,10,2,2,"Labour Party","tenants who wish to become owner-occupiers","Social group","Economic class",1,"Labour Party",2,"Indirect","Positive/associate",1
294,1964,10,2,2,"Labour Party","ancillary staffs (i.e. in the NHS)","Professional group",,1,"Labour Party",1,"Indirect","Positive/associate",1
295,1964,10,2,2,"Labour Party","Those who are married","Social group","Other",1,"Labour Party",2,"Indirect","Positive/associate",1
296,1964,10,2,2,"Labour Party","Britain","General public",,1,"Labour Party",2,"Direct","Positive/associate",1
297,1964,10,2,2,"Labour Party","Wales","Social group","Geography",1,"Labour Party",1,"Indirect","Positive/associate",1
298,1964,10,2,2,"Labour Party","doctors","Professional group",,1,"Labour Party",1,"Direct","Positive/associate",1
299,1964,10,2,2,"Labour Party","our children","Other",,1,"Labour Party",2,"Direct","Positive/associate",1
300,1964,10,2,2,"Labour Party","the individual","General public",,1,"Labour Party",1,"Direct","Positive/associate",1
301,1964,10,2,2,"Labour Party","the nation","General public",,1,"Labour Party",1,"Direct","Positive/associate",1
302,1964,10,2,2,"Labour Party","the different regions of the United Kingdom","Social group","Geography",1,"Labour Party",2,"Indirect","Positive/associate",1
303,1964,10,2,2,"Labour Party","our families","Social group","Other",1,"Labour Party",2,"Direct","Positive/associate",1
304,1964,10,2,2,"Labour Party","girls","Social group","Gender",1,"Labour Party",2,"Indirect","Positive/associate",1
305,1964,10,2,2,"Labour Party","employers' organisations","Interest group",,1,"Labour Party",1,"Indirect","Positive/associate",1
306,1964,10,2,2,"Labour Party","people","General public",,1,"Labour Party",2,"Direct","Positive/associate",1
307,1964,10,2,2,"Labour Party","the sick","Social group","Health",1,"Labour Party",2,"Direct","Positive/associate",1
308,1964,10,2,2,"Labour Party","radiographers","Professional group",,1,"Labour Party",1,"Indirect","Positive/associate",1
309,1964,10,2,2,"Labour Party","the unions","Interest group",,1,"Labour Party",1,"Indirect","Positive/associate",1
310,1964,10,2,2,"Labour Party","lower paid workers","Social group","Economic class",1,"Labour Party",1,"Indirect","Positive/associate",1
311,1964,10,2,2,"Labour Party","entrants to teaching","Professional group",,1,"Labour Party",1,"Indirect","Positive/associate",1
312,1964,10,2,2,"Labour Party","all its (i.e. Britain's) citizens","General public",,1,"Labour Party",1,"Indirect","Positive/associate",1
313,1964,10,2,2,"Labour Party","immigrants","Social group","Nationality",1,"Labour Party",1,"Indirect","Indiscernible",1
314,1964,10,2,2,"Labour Party","employers","Social group","Economic class",1,"Labour Party",1,"Indirect","Both directions",1
315,1964,10,2,2,"Labour Party","householders with an original lease of more than 21 years","Social group","Economic class",1,"Labour Party",2,"Indirect","Positive/associate",1
316,1964,10,2,2,"Labour Party","the whole people","General public",,1,"Labour Party",2,"Direct","Positive/associate",1
317,1964,10,2,2,"Labour Party","nurses","Professional group",,1,"Labour Party",1,"Indirect","Positive/associate",1
318,1964,10,2,2,"Labour Party","its (i.e. the community's) members","Social group","Other",1,"Labour Party",1,"Indirect","Positive/associate",1
319,1964,10,2,2,"Labour Party","trade unions","Interest group",,1,"Labour Party",1,"Indirect","Positive/associate",1
320,1964,10,2,2,"Labour Party","Britain","General public",,1,"Labour Party",1,"Direct","Positive/associate",1
321,1964,10,2,2,"Labour Party","Britain","General public",,1,"Labour Party",2,"Direct","Positive/associate",1
322,1964,10,2,2,"Labour Party","the Regions","Social group","Geography",1,"Labour Party",2,"Direct","Positive/associate",1
323,1964,10,2,2,"Labour Party","Directors (i.e. of companies)","Professional group",,1,"Labour Party",2,"Direct","Negative/dissociate",1
324,1964,10,2,2,"Labour Party","public employees","Professional group",,1,"Labour Party",1,"Indirect","Positive/associate",1
325,1964,10,2,2,"Labour Party","every women [sic] who wishes to, or needs to, have her baby in hospital","Social group","Gender",1,"Labour Party",1,"Indirect","Positive/associate",1
326,1964,10,2,2,"Labour Party","Northern Ireland","Social group","Geography",1,"Labour Party",1,"Direct","Positive/associate",1
327,1964,10,2,2,"Labour Party","the British people","General public",,1,"Labour Party",1,"Direct","Positive/associate",1
328,1964,10,2,2,"Labour Party","the subject","General public",,1,"Labour Party",1,"Direct","Positive/associate",1
329,1964,10,2,2,"Labour Party","(trained) men","Social group","Gender",1,"Labour Party",1,"Direct","Positive/associate",1
330,1964,10,2,2,"Labour Party","owner-occupier","Social group","Economic class",1,"Labour Party",2,"Indirect","Positive/associate",1
331,1964,10,2,2,"Labour Party","the regions of England","Social group","Geography",1,"Labour Party",2,"Indirect","Positive/associate",1
332,1964,10,2,2,"Labour Party","dieticians","Professional group",,1,"Labour Party",1,"Indirect","Positive/associate",1
333,1964,10,2,2,"Labour Party","the countryside","Social group","Geography",1,"Labour Party",2,"Indirect","Positive/associate",1
334,1964,10,2,2,"Labour Party","the lower paid worker","Social group","Economic class",1,"Labour Party",2,"Indirect","Positive/associate",1
