id,year,party,text,majortopic,majortopic_label,majortopic_recoded_label
331,1983,con,"In telecommunications, we have licensed a new independent network Mercury",17,"Space, Science, Technology and Communications",other
332,1983,con,", and have decided to license two mobile telephone networks.",17,"Space, Science, Technology and Communications",other
333,1983,con,We have allowed competition in commercial postal services.,20,Government Operations,other
334,1983,con,"Already, standards of service are beginning to improve.",20,Government Operations,other
335,1983,con,Investment is rising,20,Government Operations,other
336,1983,con,And better job opportunities are being opened up.,20,Government Operations,other
337,1983,con,We shall transfer more state-owned businesses to independent ownership.,1,Macroeconomics,Macroeconomics
338,1983,con,Our aim is that British Telecom,17,"Space, Science, Technology and Communications",other
339,1983,con,"where we will sell 51 per cent of the shares to the private sector Rolls Royce,",17,"Space, Science, Technology and Communications",other
340,1983,con,British Airways,10,Transportation,Transportation
341,1983,con,and substantial parts of British Steel,15,"Banking, Finance and Domestic Commerce",other
342,1983,con,of British Shipbuilders,10,Transportation,Transportation
343,1983,con,"and of British Leyland,",1,Macroeconomics,Macroeconomics
344,1983,con,and as many as possible of Britain's airports,10,Transportation,Transportation
345,1983,con,shall become private sector companies.,1,Macroeconomics,Macroeconomics
346,1983,con,We also aim to introduce substantial private capital into the National Bus Company,10,Transportation,Transportation
347,1983,con,"As before, we will offer shares to all those who work in them.",1,Macroeconomics,Macroeconomics
348,1983,con,We shall also transfer to the private sector the remaining state-owned oil business-,8,Energy,other
349,1983,con,the British Gas Corporation's offshore oil interests.,8,Energy,other
350,1983,con,We have abolished the Gas Corporation's statutory monopoly of the supply of North Sea gas to industry,8,Energy,other
351,1983,con,Already there has been a vigorous new lease of life for gas exploration and development in the North Sea,8,Energy,other
352,1983,con,which had ground to a complete halt under Labour.,8,Energy,other
353,1983,con,"In the last Parliament, we passed a law to encourage the private generation of electricity.",8,Energy,other
354,1983,con,"In the next Parliament, we shall seek other means of increasing competition in",8,Energy,other
355,1983,con,"and attracting private capital into, the gas",8,Energy,other
356,1983,con,and electricity industries.,8,Energy,other
357,1983,con,Merely to replace state monopolies by private ones would be to waste an historic opportunity,1,Macroeconomics,Macroeconomics
358,1983,con,So we will take steps to ensure that these new firms do not exploit their powerful positions,15,"Banking, Finance and Domestic Commerce",other
359,1983,con,to the detriment of consumers or their competitors.,15,"Banking, Finance and Domestic Commerce",other
360,1983,con,Those nationalised industries which cannot be privatised or organised as smaller and more efficient units,1,Macroeconomics,Macroeconomics
361,1983,con,will be given top-quality management and required to work to clear guidelines.,15,"Banking, Finance and Domestic Commerce",other
362,1983,con,ENCOURAGING FREE ENTERPRISE,15,"Banking, Finance and Domestic Commerce",other
363,1983,con,"We want to see an economy in which firms, large and small, have every incentive to expand",15,"Banking, Finance and Domestic Commerce",other
364,1983,con,by winning extra business,15,"Banking, Finance and Domestic Commerce",other
365,1983,con,and creating more jobs.,1,Macroeconomics,Macroeconomics
366,1983,con,This Conservative Government has been both giving those incentives,15,"Banking, Finance and Domestic Commerce",other
367,1983,con,and clearing away the obstacles to expansion,15,"Banking, Finance and Domestic Commerce",other
368,1983,con,the high rates of tax on individuals and businesses,1,Macroeconomics,Macroeconomics
369,1983,con,the difficulties facing the small firm trying to grow,15,"Banking, Finance and Domestic Commerce",other
370,1983,con,and the self-employed man trying to set up on his own;,15,"Banking, Finance and Domestic Commerce",other
371,1983,con,the blockages in the planning system;,14,"Community Development, Planning and Housing Issues","Community Development, Planning and Housing Issues"
372,1983,con,the bottlenecks on our roads;,10,Transportation,Transportation
373,1983,con,the restrictions on our farmers and fishermen;,4,Agriculture,Agriculture
374,1983,con,and the resistance to new ideas and technologies.,17,"Space, Science, Technology and Communications",other
375,1983,con,In the last four years many British firms have made splendid progress in improving their competitiveness and profitability.,15,"Banking, Finance and Domestic Commerce",other
376,1983,con,But there is some way to go yet before this country has regained that self-renewing capacity for growth,1,Macroeconomics,Macroeconomics
377,1983,con,"which once made her a great economic power,",1,Macroeconomics,Macroeconomics
378,1983,con,and will make her great again,1,Macroeconomics,Macroeconomics
379,1983,con,Only a government which really works to promote free enterprise,15,"Banking, Finance and Domestic Commerce",other
380,1983,con,can provide the right conditions for that dream to come true.,0,Non-policy content,other
381,1983,con,Lower and Simpler Taxes,1,Macroeconomics,Macroeconomics
382,1983,con,In the last four years we have made great strides in reducing and simplifying taxes.,1,Macroeconomics,Macroeconomics
383,1983,con,We have cut the basic rate of income tax;,1,Macroeconomics,Macroeconomics
384,1983,con,aised tax allowances above the level we inherited after allowing for price rises;,1,Macroeconomics,Macroeconomics
385,1983,con,; brought the higher rates of income tax down to European levels;,1,Macroeconomics,Macroeconomics
386,1983,con,"and made big reductions in the investment income surcharge,",1,Macroeconomics,Macroeconomics
387,1983,con,which have particularly helped the old;,1,Macroeconomics,Macroeconomics
388,1983,con,"removed many of the worst features of Capital Transfer Tax, Capital Gains Tax and Development Land Tax;",1,Macroeconomics,Macroeconomics
389,1983,con,cut business taxes,1,Macroeconomics,Macroeconomics
390,1983,con,in particular the National Insurance Surcharge,1,Macroeconomics,Macroeconomics
391,1983,con,"Labour's tax on jobs , from 3½ per cent to 1 per cent;",1,Macroeconomics,Macroeconomics
392,1983,con,and improved stock relief for businesses;,1,Macroeconomics,Macroeconomics
393,1983,con,much reduced the taxes on,1,Macroeconomics,Macroeconomics
394,1983,con,"and increased the incentives for, gifts to charities;",1,Macroeconomics,Macroeconomics
395,1983,con,greatly reduced tax bureaucracy,20,Government Operations,other
396,1983,con,"Manpower in the Inland Revenue and Customs & Excise has fallen from 113,400 in April 1979 to 98,500 in April 1983,",20,Government Operations,other
397,1983,con,and is set to fall further.,20,Government Operations,other
398,1983,con,This dramatic progress is all the more striking,1,Macroeconomics,Macroeconomics
399,1983,con,when compared with the vast increases in taxation which our opponents' policies would inevitably bring.,1,Macroeconomics,Macroeconomics
400,1983,con,The changes to this year's Finance Act show that they intend just this,1,Macroeconomics,Macroeconomics
401,1983,con,on which Labour have insisted,1,Macroeconomics,Macroeconomics
402,1983,con,We shall reverse those changes at the earliest opportunity.,1,Macroeconomics,Macroeconomics
403,1983,con,"Further improvements in allowances and lower rates of income tax remain a high priority,",1,Macroeconomics,Macroeconomics
404,1983,con,together with measures to reduce the poverty,13,Social Welfare,Social Welfare
405,1983,con,and unemployment traps.,5,Labour and Employment,Labour and Employment
406,1983,con,We want to encourage wider ownership.,15,"Banking, Finance and Domestic Commerce",other
407,1983,con,This means lowering taxes on capital and savings,1,Macroeconomics,Macroeconomics
408,1983,con,encouraging individuals to invest directly in company shares,15,"Banking, Finance and Domestic Commerce",other
409,1983,con,and encouraging the creation of more employee share schemes.,15,"Banking, Finance and Domestic Commerce",other
410,1983,con,More Small Firms,15,"Banking, Finance and Domestic Commerce",other
411,1983,con,We have reduced the burdens on small firms,15,"Banking, Finance and Domestic Commerce",other
412,1983,con,especially in employment legislation,5,Labour and Employment,Labour and Employment
413,1983,con,and planning,14,"Community Development, Planning and Housing Issues","Community Development, Planning and Housing Issues"
414,1983,con,and cut many of the taxes they pay,15,"Banking, Finance and Domestic Commerce",other
